Class,Pkmn1,Pkmn2,Pkmn3,Pkmn4,Pkmn5,Pkmn6
camper,squirtle,,,,,
camper,spearow,raticate,,,,
camper,growlithe,charmander,,,,
camper,rattata,diglett,ekans,sandshrew,,
camper,nidoran,nidorino,,,,
camper,diglett,sandshrew,,,,
camper,mankey,,,,,
camper,rattata,ekans,,,,
camper,rattata,ekans,,,,
camper,weepinbell,,,,,
camper,spearow,raticate,,,,
camper,rattata,diglett,ekans,sandshrew,,
camper,nidoran,nidorino,,,,
camper,nidoking,,,,,
camper,golduck,sandslash,,,,
camper,sandshrew,marill,,,,
camper,diglett,zubat,diglett,,,
camper,sandslash,,,,,
camper,nidoking,,,,,
camper,fearow,primeape,tauros,,,
camper,nidoran,,,,,
camper,dugtrio,poliwrath,primeape,,,
camper,sandshrew,sandslash,zubat,,,
camper,mankey,,,,,
camper,psyduck,,,,,
camper,geodude,geodude,psyduck,,,
camper,geodude,geodude,psyduck,,,
camper,graveler,graveler,slugma,psyduck,,
camper,graveler,graveler,magcargo,golduck,,
camper,baltoy,sandshrew,baltoy,,,
camper,sandshrew,,,,,
camper,zigzagoon,taillow,,,,
camper,zigzagoon,taillow,,,,
camper,linoone,swellow,,,,
camper,sandshrew,linoone,swellow,,,
camper,swellow,sandslash,linoone,,,
camper,kecleon,,,,,
camper,zigzagoon,nuzleaf,,,,
camper,sandshrew,nuzleaf,,,,
camper,taillow,swellow,,,,
camper,sandshrew,,,,,
camper,baltoy,sandshrew,baltoy,,,
camper,taillow,nuzleaf,,,,
camper,sandshrew,,,,,
camper,zigzagoon,taillow,,,,
camper,zigzagoon,taillow,,,,
camper,linoone,swellow,,,,
camper,sandshrew,swellow,linoone,,,
camper,swellow,sandslash,linoone,,,
camper,swellow,xatu,,,,
camper,cacturne,swellow,whiscash,,,
camper,kecleon,,,,,
camper,nuzleaf,,,,,
camper,baltoy,sandshrew,,,,
camper,sandshrew,nuzleaf,,,,
camper,sandshrew,,,,,
camper,sandshrew,,,,,
camper,nidorino,raticate,sandslash,,,
camper,growlithe,charmander,,,,
camper,growlithe,charmander,,,,
camper,growlithe,charmander,,,,
camper,arcanine,charmander,,,,
camper,rattata,sandshrew,ekans,sandshrew,,
camper,mankey,,,,,
camper,rattata,ekans,,,,
camper,spearow,raticate,,,,
camper,spearow,raticate,,,,
camper,fearow,raticate,,,,
camper,fearow,raticate,,,,
camper,nidoking,tauros,,,,
camper,primeape,,,,,
camper,nidoran,nidorino,,,,
camper,geodude,sandshrew,,,,
camper,squirtle,,,,,
camper,squirtle,,,,,
camper,wartortle,,,,,
camper,wartortle,,,,,
camper,pinsir,heracross,,,,
camper,rattata,ekans,,,,
camper,ponyta,,,,,
camper,shinx,,,,,
camper,cascoon,dustox,,,,
camper,gastly,gastly,gastly,,,
camper,ponyta,,,,,
camper,luxio,stunky,,,,
camper,buizel,shinx,,,,
camper,geodude,,,,,
camper,geodude,,,,,
camper,graveler,,,,,
camper,graveler,,,,,
camper,chimchar,,,,,
camper,starly,shinx,,,,
camper,aipom,,,,,
camper,ponyta,,,,,
camper,aipom,floatzel,,,,
camper,buizel,shinx,,,,
camper,aipom,,,,,
camper,aipom,,,,,
camper,ambipom,,,,,
camper,ambipom,bibarel,,,,
camper,nidoking,,,,,
camper,buizel,,,,,
camper,golduck,sandslash,,,,
camper,sandshrew,marill,,,,
camper,skiploom,marill,,,,
camper,diglett,zubat,diglett,,,
camper,rhydon,,,,,
camper,nidoking,,,,,
camper,linoone,,,,,
camper,nidoran,,,,,
camper,dugtrio,poliwrath,primeape,,,
camper,sandshrew,sandslash,zubat,,,
camper,sudowoodo,,,,,
camper,sudowoodo,chinchou,,,,
camper,sudowoodo,lanturn,skiploom,,,
camper,sudowoodo,jumpluff,lanturn,,,
camper,mankey,,,,,
camper,psyduck,,,,,
camper,geodude,geodude,psyduck,,,
camper,geodude,graveler,golduck,,,
camper,graveler,graveler,magcargo,golduck,,
camper,slakoth,,,,,
firebreather,koffing,koffing,,,,
firebreather,koffing,slugma,,,,
firebreather,charmeleon,,,,,
firebreather,koffing,flareon,koffing,,,
firebreather,koffing,growlithe,koffing,,,
firebreather,magmar,weezing,magmar,,,
firebreather,vulpix,,,,,
firebreather,magmar,magmar,,,,
firebreather,koffing,koffing,,,,
firebreather,weezing,magcargo,,,,
firebreather,koffing,flareon,koffing,,,
firebreather,koffing,koffing,growlithe,,,
firebreather,magmar,camerupt,weezing,,,
firebreather,vulpix,,,,,
firebreather,charmeleon,,,,,
firebreather,magmar,magmar,,,,
firebreather,magmar,magmar,,,,
firebreather,magmar,magmar,,,,
firebreather,magby,magmar,magmar,,,
guitarist,electabuzz,,,,,
guitarist,magnemite,magnemite,magnemite,voltorb,,
guitarist,magnemite,whismur,magnemite,,,
guitarist,magnemite,whismur,magnemite,,,
guitarist,magnemite,loudred,magnemite,,,
guitarist,magneton,loudred,magneton,,,
guitarist,magneton,exploud,magneton,,,
guitarist,electrike,magnemite,,,,
guitarist,voltorb,voltorb,voltorb,,,
guitarist,magnemite,whismur,,,,
guitarist,magnemite,whismur,magnemite,,,
guitarist,magnemite,loudred,magnemite,,,
guitarist,magneton,loudred,magneton,,,
guitarist,magneton,exploud,magneton,,,
guitarist,manectric,,,,,
guitarist,electrike,loudred,,,,
guitarist,electrike,electrike,loudred,,,
guitarist,electrike,manectric,loudred,,,
guitarist,manectric,manectric,loudred,,,
guitarist,manectric,manectric,exploud,,,
guitarist,electrike,voltorb,,,,
guitarist,electrike,voltorb,,,,
guitarist,voltorb,,,,,
guitarist,voltorb,magnemite,,,,
guitarist,zubat,zubat,,,,
guitarist,luxio,,,,,
guitarist,raichu,,,,,
guitarist,luxio,bibarel,,,,
guitarist,luxio,,,,,
guitarist,luxio,,,,,
guitarist,kricketune,,,,,
guitarist,kricketune,,,,,
guitarist,kricketune,,,,,
guitarist,kricketune,,,,,
guitarist,kricketune,,,,,
guitarist,magnemite,luxio,luxio,,,
guitarist,raichu,,,,,
guitarist,luxio,luxio,,,,
guitarist,kricketune,magnemite,,,,
guitarist,kricketune,magneton,,,,
guitarist,electabuzz,,,,,
guitarist,jolteon,voltorb,magnemite,,,
kimono girl,vaporeon,,,,,
kimono girl,jolteon,,,,,
kimono girl,flareon,,,,,
kimono girl,espeon,,,,,
kimono girl,umbreon,,,,,
kimono girl,vaporeon,,,,,
kimono girl,flareon,,,,,
kimono girl,espeon,,,,,
kimono girl,jolteon,,,,,
kimono girl,umbreon,,,,,
medium,slowpoke,slowbro,,,,
medium,haunter,haunter,,,,
medium,gastly,haunter,gastly,,,
medium,drowzee,hypno,,,,
medium,slowpoke,slowbro,,,,
medium,haunter,,,,,
medium,gastly,gastly,gastly,gastly,gastly,
medium,haunter,haunter,,,,
medium,gastly,haunter,gastly,,,
medium,bronzor,hypno,,,,
officer,growlithe,growlithe,,,,
officer,growlithe,,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,meditite,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machoke,,,,
officer,noctowl,machoke,,,,
officer,noctowl,machamp,,,,
officer,hoothoot,meditite,,,,
officer,noctowl,machoke,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machop,,,,
officer,hoothoot,machoke,,,,
officer,noctowl,machoke,,,,
officer,noctowl,machamp,,,,
officer,hoothoot,machop,,,,
officer,noctowl,machoke,,,,
officer,growlithe,growlithe,,,,
officer,growlithe,,,,,
picnicker,goldeen,,,,,
picnicker,rattata,pikachu,,,,
picnicker,pidgey,pidgey,pidgey,,,
picnicker,oddish,bellsprout,oddish,bellsprout,,
picnicker,meowth,,,,,
picnicker,pikachu,clefairy,,,,
picnicker,bulbasaur,ivysaur,,,,
picnicker,goldeen,poliwag,horsea,,,
picnicker,pidgey,meowth,rattata,pikachu,meowth,
picnicker,poliwag,poliwag,,,,
picnicker,pidgey,meowth,pidgey,pidgeotto,,
picnicker,clefairy,,,,,
picnicker,pikachu,raichu,,,,
picnicker,gloom,oddish,oddish,,,
picnicker,bellsprout,oddish,tangela,,,
picnicker,tentacool,horsea,seel,,,
picnicker,goldeen,seaking,,,,
picnicker,goldeen,,,,,
picnicker,cubone,,,,,
picnicker,pidgey,pidgey,pidgey,,,
picnicker,oddish,bellsprout,oddish ,bellsprout,,
picnicker,meowth,,,,,
picnicker,pikachu,clefairy,,,,
picnicker,bulbasaur,ivysaur,,,,
picnicker,goldeen,poliwag,horsea,,,
picnicker,pidgey,meowth,rattata,pidgey,meowth,
picnicker,poliwag,poliwag,,,,
picnicker,pidgey,meowth,pidgey,pidgeotto,,
picnicker,clefairy,,,,,
picnicker,pidgey,pidgeotto,,,,
picnicker,gloom,oddish,oddish,,,
picnicker,bellsprout,oddish,tangela,,,
picnicker,tentacool,horsea,seel,,,
picnicker,goldeen,seaking,,,,
picnicker,pikachu,,,,,
picnicker,nidoqueen,,,,,
picnicker,seaking,,,,,
picnicker,nidorina,raichu,,,,
picnicker,ponyta,ponyta,,,,
picnicker,ponyta,ponyta,,,,
picnicker,ponyta,raichu,ponyta,,,
picnicker,hoppip,hoppip,bulbasaur,,,
picnicker,hoppip,hoppip,ivysaur,,,
picnicker,skiploom,skiploom,ivysaur,,,
picnicker,skiploom,skiploom,ivysaur,,,
picnicker,jumpluff,jumpluff,venusaur,,,
picnicker,skiploom,skiploom,,,,
picnicker,flaaffy,,,,,
picnicker,vulpix,,,,,
picnicker,nidoran,,,,,
picnicker,weepinbell,nidorina,,,,
picnicker,weepinbell,nidorino,nidoqueen,,,
picnicker,weepinbell,nidorino,nidoqueen,,,
picnicker,weepinbell,nidoking,nidoqueen,,,
picnicker,furret,rapidash,,,,
picnicker,exeggutor,,,,,
picnicker,clefairy,,,,,
picnicker,clefairy,,,,,
picnicker,clefairy,,,,,
picnicker,clefairy,,,,,
picnicker,sandshrew,,,,,
picnicker,taillow,lombre,,,,
picnicker,shroomish,oddish,swablu,,,
picnicker,shroomish,gloom,swablu,,,
picnicker,breloom,gloom,swablu,,,
picnicker,breloom,gloom,swablu,,,
picnicker,breloom,vileplume,altaria,,,
picnicker,sandshrew,baltoy,,,,
picnicker,shroomish,marill,,,,
picnicker,swablu,,,,,
picnicker,skitty,swablu,,,,
picnicker,marill,lombre,,,,
picnicker,lombre,marill,,,,
picnicker,swablu,swablu,swablu,,,
picnicker,shroomish,,,,,
picnicker,sandshrew,marill,,,,
picnicker,shroomish,,,,,
picnicker,taillow,lombre,,,,
picnicker,marill,lombre,,,,
picnicker,nuzleaf,,,,,
picnicker,sandshrew,baltoy,,,,
picnicker,shroomish,oddish,swablu,,,
picnicker,shroomish,gloom,swablu,,,
picnicker,breloom,gloom,swablu,,,
picnicker,breloom,gloom,swablu,,,
picnicker,breloom,vileplume,altaria,,,
picnicker,shroomish,vileplume,altaria,,,
picnicker,skitty,swablu,,,,
picnicker,marill,lombre,,,,
picnicker,marill,lombre,,,,
picnicker,oddish,bellsprout,oddish,bellsprout,,
picnicker,meowth,,,,,
picnicker,persian,,,,,
picnicker,persian,,,,,
picnicker,goldeen,poliwag,horsea,,,
picnicker,pidgey,rattata,rattata,bellsprout,,
picnicker,pikachu,raichu,,,,
picnicker,pikachu,raichu,,,,
picnicker,pikachu,raichu,,,,
picnicker,raichu,raichu,,,,
picnicker,meowth,,,,,
picnicker,miltank,,,,,
picnicker,pidgey,pidgeotto,,,,
picnicker,clefairy,,,,,
picnicker,meowth,meowth,pikachu,clefairy,,
picnicker,meowth,oddish,pidgey,,,
picnicker,goldeen,,,,,
picnicker,pidgey,meowth,pidgey,pidgeotto,,
picnicker,pikachu,clefairy,,,,
picnicker,horsea,tentacool,seel,,,
picnicker,pidgey,pidgey,pidgey,,,
picnicker,pidgeotto,pidgeotto,pidgey,,,
picnicker,pidgeotto,pidgeotto,pidgeotto,,,
picnicker,pidgeotto,pidgeotto,pidgeot,,,
picnicker,nidoran,nidoran,,,,
picnicker,nidoran,nidoran,,,,
picnicker,nidoran,nidorina,,,,
picnicker,nidoran,nidorina,,,,
picnicker,gloom,oddish,oddish,,,
picnicker,bellsprout,clefairy,,,,
picnicker,paras,paras,parasect,,,
picnicker,oddish,bulbasaur,,,,
picnicker,goldeen,seaking,,,,
picnicker,seaking,seaking,,,,
picnicker,seaking,seaking,,,,
picnicker,rattata,pikachu,,,,
picnicker,venomoth,,,,,
picnicker,jigglypuff,pidgey,meowth,,,
picnicker,pidgey,meowth,rattata,pikachu,meowth,
picnicker,pidgeotto,meowth,raticate,pikachu,meowth,
picnicker,pidgeotto,persian,raticate,pikachu,persian,
picnicker,pidgeot,persian,raticate,raichu,persian,
picnicker,bulbasaur,ivysaur,,,,
picnicker,poliwag,poliwag,,,,
picnicker,bellsprout,oddish,tangela,,,
picnicker,meditite,,,,,
picnicker,drifloon,misdreavus,,,,
picnicker,budew,psyduck,,,,
picnicker,piplup,,,,,
picnicker,piplup,,,,,
picnicker,prinplup,,,,,
picnicker,empoleon,,,,,
picnicker,pachirisu,,,,,
picnicker,shinx,pachirisu,,,,
picnicker,staravia,cherrim,,,,
picnicker,silcoon,beautifly,,,,
picnicker,hoothoot,,,,,
picnicker,bidoof,,,,,
picnicker,piplup,,,,,
picnicker,piplup,,,,,
picnicker,prinplup,,,,,
picnicker,empoleon,,,,,
picnicker,pachirisu,,,,,
picnicker,bidoof,pachirisu,,,,
picnicker,raichu,,,,,
picnicker,psyduck,,,,,
picnicker,shinx,,,,,
picnicker,nidoqueen,,,,,
picnicker,seaking,,,,,
picnicker,nidorina,raichu,,,,
picnicker,ponyta,oddish,,,,
picnicker,gloom,rapidash,,,,
picnicker,bellossom,sunflora,rapidash,,,
picnicker,cherrim,sunflora,bellossom,rapidash,,
picnicker,skiploom,skiploom,,,,
picnicker,flaaffy,,,,,
picnicker,hoppip,hoppip,bulbasaur,,,
picnicker,hoppip,hoppip,ivysaur,,,
picnicker,skiploom,skiploom,ivysaur,,,
picnicker,skiploom,jumpluff,venusaur,,,
picnicker,whismur,,,,,
picnicker,vulpix,,,,,
picnicker,nidoran,,,,,
picnicker,weepinbell,nidorina,,,,
picnicker,weepinbell,nidorino,nidoqueen,,,
picnicker,weepinbell,nidoking,nidoqueen,,,
picnicker,spoink,,,,,
picnicker,cherubi,,,,,
picnicker,furret,rapidash,,,,
picnicker,exeggutor,,,,,
picnicker,clefairy,,,,,
picnicker,clefairy,,,,,
picnicker,clefable,,,,,
picnicker,clefable,,,,,
pokefan,nidoking,slowking,magikarp,,,
pokefan,nidoking,slowking,seaking,,,
pokefan,teddiursa,,,,,
pokefan,snubbull,,,,,
pokefan,snubbull,,,,,
pokefan,granbull,,,,,
pokefan,snubbull,,,,,
pokefan,bulbasaur,charmander,squirtle,,,
pokefan,delibird,,,,,
pokefan,pikachu,,,,,
pokefan,pikachu,,,,,
pokefan,pikachu,,,,,
pokefan,sentret,sentret,sentret,furret,sentret,
pokefan,meowth,,,,,
pokefan,meowth,meowth,meowth,,,
pokefan,pikachu,pikachu,pikachu,pikachu,pikachu,pikachu
pokefan,phanpy,,,,,
pokefan,quagsire,,,,,
pokefan,pikachu,,,,,
pokefan,psyduck,,,,,
pokefan,raichu,,,,,
pokefan,skitty,skitty,skitty,skitty,skitty,delcatty
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,azurill,marill,azumarill,,,
pokefan,skitty,,,,,
pokefan,skitty,,,,,
pokefan,skitty,,,,,
pokefan,delcatty,,,,,
pokefan,delcatty,,,,,
pokefan,pikachu,,,,,
pokefan,feebas,feebas,,,,
pokefan,azurill,marill,azumarill,,,
pokefan,skitty,skitty,skitty,skitty,skitty,delcatty
pokefan,unown,unown,unown,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,plusle,minun,,,,
pokefan,minun,plusle,,,,
pokefan,unown,unown,unown,,,
pokefan,skitty,,,,,
pokefan,skitty,,,,,
pokefan,skitty,,,,,
pokefan,delcatty,,,,,
pokefan,delcatty,,,,,
pokefan,pikachu,,,,,
pokefan,pichu,pichu,pikachu,,,
pokefan,marill,aipom,,,,
pokefan,bonsly,,,,,
pokefan,pichu,pikachu,pichu,,,
pokefan,pichu,pachirisu,,,,
pokefan,bonsly,,,,,
pokefan,nidoking,slowking,magikarp,,,
pokefan,snubbull,,,,,
pokefan,snubbull,,,,,
pokefan,granbull,,,,,
pokefan,granbull,,,,,
pokefan,spinda,volbeat,,,,
pokefan,snubbull,mareep,,,,
pokefan,bulbasaur,charmander,squirtle,,,
pokefan,delibird,,,,,
pokefan,pikachu,,,,,
pokefan,teddiursa,pikachu,,,,
pokefan,pichu,teddiursa,teddiursa,pikachu,,
pokefan,pichu,teddiursa,ursaring,pikachu,,
pokefan,spinda,illumise,,,,
pokefan,sentret,sentret,sentret,furret,sentret,
pokefan,meowth,meowth,meowth,,,
pokefan,pikachu,pikachu,pikachu,pikachu,pikachu,pikachu
pokefan,quagsire,,,,,
pokefan,pikachu,,,,,
pokefan,psyduck,,,,,
pokefan,raichu,,,,,
rocket grunt,sandshrew,rattata,zubat,,,
rocket grunt,zubat,ekans,,,,
rocket grunt,rattata,zubat,,,,
rocket grunt,raticate,,,,,
rocket grunt,ekans,meowth,koffing,,,
rocket grunt,ekans,zubat,,,,
rocket grunt,machop,drowzee,,,,
rocket grunt,raticate,zubat,,,,
rocket grunt,drowzee,machop,,,,
rocket grunt,raticate,raticate,,,,
rocket grunt,grimer,koffing,,,,
rocket grunt,rattata,raticate,raticate,rattata,,
rocket grunt,grimer,koffing,koffing,,,
rocket grunt,zubat,koffing,grimer,zubat,raticate,
rocket grunt,machop,machop,,,,
rocket grunt,rattata,raticate,drowzee,,,
rocket grunt,koffing,zubat,,,,
rocket grunt,sandshrew,ekans,sandslash,,,
rocket grunt,ekans,sandshrew,arbok,,,
rocket grunt,ekans,meowth,koffing,,,
rocket grunt,zubat,zubat,golbat,,,
rocket grunt,koffing,drowzee,,,,
rocket grunt,zubat,rattata,raticate,zubat,,
rocket grunt,arbok,meowth,weezing,,,
rocket grunt,golbat,zubat,zubat,raticate,zubat,
rocket grunt,cubone,zubat,,,,
rocket grunt,raticate,hypno,raticate,,,
rocket grunt,ekans,zubat,cubone,,,
rocket grunt,machop,drowzee,,,,
rocket grunt,hypno,,,,,
rocket grunt,arbok,,,,,
rocket grunt,machop,machoke,,,,
rocket grunt,zubat,zubat,golbat,,,
rocket grunt,cubone,cubone,,,,
rocket grunt,raticate,arbok,koffing,golbat,,
rocket grunt,sandshrew,sandslash,,,,
rocket grunt,raticate,zubat,golbat,rattata,,
rocket grunt,weezing,golbat,koffing,,,
rocket grunt,golbat,drowzee,hypno,,,
rocket grunt,drowzee,grimer,machop,,,
rocket grunt,machoke,,,,,
rocket grunt,rattata,zubat,ekans,rattata,rattata,
rocket grunt,cubone,drowzee,marowak,,,
rocket grunt,arbok,meowth,weezing,,,
rocket grunt,rattata,rattata,,,,
rocket grunt,zubat,ekans,,,,
rocket grunt,rattata,zubat,zubat,,,
rocket grunt,koffing,,,,,
rocket grunt,rattata,rattata,rattata,rattata,,
rocket grunt,drowzee,zubat,,,,
rocket grunt,zubat,grimer,rattata,,,
rocket grunt,venonat,venonat,,,,
rocket grunt,golbat,,,,,
rocket grunt,rattata,zubat,rattata,,,
rocket grunt,ekans,gloom,,,,
rocket grunt,raticate,,,,,
rocket grunt,raticate,raticate,,,,
rocket grunt,arbok,,,,,
rocket grunt,rattata,rattata,rattata,rattata,rattata,
rocket grunt,grimer,grimer,muk,,,
rocket grunt,zubat,zubat,,,,
rocket grunt,koffing,zubat,rattata,grimer,,
rocket grunt,weezing,,,,,
rocket grunt,raticate,koffing,,,,
rocket grunt,zubat,golbat,grimer,,,
rocket grunt,ekans,ekans,oddish,gloom,,
rocket grunt,rattata,,,,,
rocket grunt,muk,koffing,rattata,,,
rocket grunt,koffing,muk,,,,
rocket grunt,gloom,gloom,,,,
rocket grunt,raticate,golbat,,,,
rocket grunt,grimer,weezing,,,,
rocket grunt,koffing,koffing,,,,
rocket grunt,golbat,,,,,
rocket grunt,sandshrew,rattata,zubat,,,
rocket grunt,zubat,ekans,,,,
rocket grunt,rattata,sandshrew,,,,
rocket grunt,rattata,zubat,,,,
rocket grunt,ekans,zubat,,,,
rocket grunt,machop,drowzee,,,,
rocket grunt,raticate,zubat,,,,
rocket grunt,drowzee,machop,,,,
rocket grunt,raticate,raticate,,,,
rocket grunt,rattata,raticate,raticate,rattata,,
rocket grunt,grimer,koffing,koffing,,,
rocket grunt,grimer,koffing,,,,
rocket grunt,zubat,koffing,grimer,zubat,raticate,
rocket grunt,machop,machop,,,,
rocket grunt,rattata,raticate,drowzee,,,
rocket grunt,koffing,zubat,,,,
rocket grunt,sandshrew,ekans,sandslash,,,
rocket grunt,koffing,zubat,,,,
rocket grunt,sandshrew,ekans,sandslash,,,
rocket grunt,ekans,sandshrew,arbok,,,
rocket grunt,zubat,zubat,golbat,,,
rocket grunt,koffing,drowzee,,,,
rocket grunt,zubat,rattata,raticate,zubat,,
rocket grunt,golbat,zubat,zubat,raticate,zubat,
rocket grunt,cubone,zubat,,,,
rocket grunt,raticate,hypno,raticate,,,
rocket grunt,ekans,zubat,cubone,,,
rocket grunt,machop,drowzee,,,,
rocket grunt,hypno,,,,,
rocket grunt,arbok,,,,,
rocket grunt,machop,machoke,,,,
rocket grunt,zubat,zubat,golbat,,,
rocket grunt,cubone,cubone,,,,
rocket grunt,raticate,zubat,golbat,rattata,,
rocket grunt,sandshrew,sandslash,,,,
rocket grunt,raticate,golbat,arbok,koffing,,
rocket grunt,weezing,golbat,koffing,,,
rocket grunt,golbat,drowzee,hypno,,,
rocket grunt,drowzee,grimer,machop,,,
rocket grunt,machoke,,,,,
rocket grunt,rattata,zubat,ekans,rattata,rattata,
rocket grunt,cubone,drowzee,cubone,,,
rocket grunt,cubone,cubone,,,,
rocket grunt,rattata,raticate,sandshrew,sandslash,,
rocket grunt,zubat,zubat,golbat,,,
rocket grunt,muk,golbat,raticate,,,
rocket grunt,rattata,grimer,muk,,,
rocket grunt,ekans,gloom,gloom,,,
rocket grunt,koffing,weezing,,,,
rocket grunt,houndour,houndour,,,,
rocket grunt,machop,machop,machoke,,,
rocket grunt,hypno,hypno,,,,
rocket grunt,rattata,rattata,,,,
rocket grunt,zubat,ekans,,,,
rocket grunt,rattata,zubat,zubat,,,
rocket grunt,koffing,,,,,
rocket grunt,rattata,rattata,rattata,rattata,,
rocket grunt,drowzee,zubat,,,,
rocket grunt,zubat,grimer,rattata,,,
rocket grunt,venonat,venonat,,,,
rocket grunt,golbat,,,,,
rocket grunt,rattata,rattata,zubat,,,
rocket grunt,drowzee,grimer,,,,
rocket grunt,ekans,gloom,,,,
rocket grunt,raticate,,,,,
rocket grunt,raticate,raticate,,,,
rocket grunt,arbok,,,,,
rocket grunt,rattata,rattata,rattata,rattata,rattata,
rocket grunt,grimer,grimer,muk,,,
rocket grunt,zubat,zubat,,,,
rocket grunt,koffing,zubat,rattata,grimer,,
rocket grunt,weezing,,,,,
rocket grunt,raticate,koffing,,,,
rocket grunt,rattata,,,,,
rocket grunt,muk,koffing,rattata,,,
rocket grunt,koffing,muk,,,,
rocket grunt,gloom,gloom,,,,
rocket grunt,raticate,golbat,,,,
rocket grunt,grimer,weezing,,,,
rocket grunt,koffing,koffing,,,,
rocket grunt,zubat,golbat,grimer,,,
rocket grunt,ekans,ekans,oddish,gloom,,
rocket grunt,golbat,,,,,
sage,bellsprout,bellsprout,bellsprout,,,
sage,bellsprout,bellsprout,bellsprout,,,
sage,noctowl,flareon,,,,
sage,haunter,,,,,
sage,bellsprout,,,,,
sage,noctowl,vaporeon,,,,
sage,bellsprout,hoothoot,bellsprout,,,
sage,noctowl,jolteon,,,,
sage,bellsprout,,,,,
sage,bellsprout,bellsprout,bellsprout,,,
sage,gastly,gastly,gastly,gastly,gastly,
sage,bellsprout,hoothoot,,,,
sage,bellsprout,bellsprout,bellsprout,,,
sage,bellsprout,bellsprout,bellsprout,,,
sage,bellsprout,,,,,
sage,bellsprout,,,,,
sage,bellsprout,bellsprout,,,,
sage,bellsprout,hoothoot,,,,
schoolboy,tangela,,,,,
schoolboy,tangela,yanma,,,,
schoolboy,natu,tangela,quagsire,yanma,,
schoolboy,natu,tangela,quagsire,yanma,,
schoolboy,xatu,tangela,quagsire,yanma,,
schoolboy,paras,paras,poliwhirl,ditto,,
schoolboy,mr. mime,,,,,
schoolboy,mr. mime,magnemite,,,,
schoolboy,mr. mime,magneton,,,,
schoolboy,mr. mime,magneton,,,,
schoolboy,mr. mime,magneton,,,,
schoolboy,jynx,electabuzz,magmar,,,
schoolboy,oddish,,,,,
schoolboy,oddish,voltorb,,,,
schoolboy,oddish,voltorb,,,,
schoolboy,gloom,electrode,,,,
schoolboy,gloom,growlithe,electrode,,,
schoolboy,electrode,growlithe,gloom,,,
schoolboy,tangela,vaporeon,,,,
schoolboy,bellsprout,weepinbell,victreebel,,,
schoolboy,voltorb,voltorb,magneton,magnemite,,
schoolboy,ledian,exeggutor,,,,
schoolboy,aipom,ditto,,,,
schoolboy,xatu,alakazam,,,,
schoolboy,shroomish,beautifly,,,,
schoolboy,ralts,,,,,
schoolboy,ralts,meditite,,,,
schoolboy,kirlia,meditite,,,,
schoolboy,kirlia,medicham,,,,
schoolboy,kirlia,banette,medicham,,,
schoolboy,shroomish,whismur,,,,
schoolboy,shroomish,whismur,,,,
schoolboy,shroomish,loudred,,,,
schoolboy,breloom,loudred,,,,
schoolboy,breloom,exploud,,,,
schoolboy,numel,oddish,wingull,,,
schoolboy,ralts,,,,,
schoolboy,shroomish,beautifly,,,,
schoolboy,ralts,,,,,
schoolboy,ralts,meditite,,,,
schoolboy,kirlia,meditite,,,,
schoolboy,kirlia,medicham,,,,
schoolboy,kirlia,banette,medicham,,,
schoolboy,shroomish,,,,,
schoolboy,shroomish,whismur,,,,
schoolboy,shroomish,loudred,,,,
schoolboy,breloom,loudred,,,,
schoolboy,breloom,exploud,,,,
schoolboy,delcatty,delcatty,beautifly,,,
schoolboy,numel,oddish,wingull,,,
schoolboy,ralts,,,,,
schoolboy,haunter,,,,,
schoolboy,abra,,,,,
schoolboy,wooper,,,,,
schoolboy,mr. mime,,,,,
schoolboy,abra,,,,,
schoolboy,drifloon,drifloon,,,,
schoolboy,pachirisu,,,,,
schoolboy,gastly,,,,,
schoolboy,bidoof,,,,,
schoolboy,quagsire,,,,,
schoolboy,magneton,,,,,
schoolboy,starly,,,,,
schoolboy,drifloon,drifloon,,,,
schoolboy,pachirisu,,,,,
schoolboy,tangela,,,,,
schoolboy,tangela,yanma,,,,
schoolboy,xatu,quagsire,tangrowth,yanmega,,
schoolboy,xatu,quagsire,tangrowth,yanmega,,
schoolboy,parasect,poliwhirl,ditto,,,
schoolboy,parasect,poliwhirl,ditto,,,
schoolboy,parasect,poliwhirl,ditto,,,
schoolboy,mr. mime,parasect,poliwhirl,ditto,,
schoolboy,mr. mime,,,,,
schoolboy,mr. mime,magnemite,,,,
schoolboy,mr. mime,magneton,,,,
schoolboy,mr. mime,magneton,,,,
schoolboy,zigzagoon,,,,,
schoolboy,jynx,electabuzz,magmar,,,
schoolboy,oddish,,,,,
schoolboy,oddish,voltorb,,,,
schoolboy,gloom,voltorb,,,,
schoolboy,vileplume,electrode,,,,
schoolboy,electrode,vileplume,arcanine,,,
schoolboy,tangela,vaporeon,,,,
schoolboy,bellsprout,weepinbell,victreebel,,,
schoolboy,voltorb,voltorb,magneton,magnemite,,
schoolboy,ledian,exeggutor,,,,
